D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_00_807.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_00_807.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_00_807.jpg, 0, 0, 0, 8.02615E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_00_936.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_00_936.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_00_936.jpg, 0, 0, 0, 7.823012E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_043.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_043.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_043.jpg, 0, 0, 0, 8.180379E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_145.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_145.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_145.jpg, 0, 0, 0, 7.80225E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_247.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_247.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_247.jpg, 0, 0, 0, 7.807829E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_346.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_346.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_346.jpg, 0, 0, 0, 7.796197E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_449.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_449.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_449.jpg, 0, 0, 0, 7.812299E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_549.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_549.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_549.jpg, 0, 0, 0, 7.822969E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_652.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_652.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_652.jpg, 0, 0, 0, 7.828634E-05
D:\Self driving car\Data\Track2\IMG\center_2019_04_08_07_21_01_756.jpg, D:\Self driving car\Data\Track2\IMG\left_2019_04_08_07_21_01_756.jpg, D:\Self driving car\Data\Track2\IMG\right_2019_04_08_07_21_01_756.jpg, 0, 0, 0, 7.899515E-05
